,ts,tx,ty,tz,rx,ry,rz,motor0,motor1
113,1543197960.019996,-0.011849911081790924,-0.25969257888793945,-0.15319939403533936,-2.390676103313003,-0.01572448313956755,-1.5390415794588497,1374,3544
114,1543197960.029993,-0.01137037397623062,-0.2596973751068115,-0.1532955485343933,-2.3914919509541988,-0.01552463085954881,-1.5393639150646772,1374,3544
115,1543197960.039997,-0.010895874565839767,-0.2597296890258789,-0.15332794723510743,-2.3927405360076683,-0.015835317129647117,-1.539330906829387,1374,3544
116,1543197960.049991,-0.010308296120166777,-0.2597587085723877,-0.1534338152885437,-2.3944001830287323,-0.01608530501339194,-1.5388363625747943,1374,3544
117,1543197960.05999,-0.009902475142478943,-0.25975805454254147,-0.15350636415481567,-2.3952749971889875,-0.016084519444623573,-1.5390643845347283,1356,3562
118,1543197960.069991,-0.009354762995243073,-0.2597695606231689,-0.15357254228591918,-2.397232240938647,-0.016085428037333076,-1.5392865035400891,1356,3562
119,1543197960.079989,-0.009002447563409805,-0.2597651277542114,-0.15357834377288818,-2.3987389934555345,-0.016256513723523214,-1.539511952085709,1356,3562
120,1543197960.089991,-0.008562751019001006,-0.2597186674118042,-0.15367832555770874,-2.39945816668843,-0.01572868736165164,-1.539500669905904,1356,3562
121,1543197960.099992,-0.007848406600952148,-0.25974356899261475,-0.15372741413116456,-2.4015520920814106,-0.01588431586311368,-1.539712826280741,1356,3562
122,1543197960.109989,-0.007257507288455963,-0.2597524347305298,-0.1537758850097656,-2.4023135699918163,-0.01607372640574342,-1.5395595920921343,1356,3562
123,1543197960.119993,-0.006423629075288772,-0.259751417350769,-0.15392115230560302,-2.404187689280346,-0.015509660142050338,-1.5395711704984776,1340,3580
124,1543197960.129988,-0.005905915248394012,-0.2597895933151245,-0.15388679151535034,-2.4048996442905635,-0.016305145775329145,-1.5397355428971673,1340,3580
125,1543197960.139992,-0.005436486461758613,-0.2597902715682983,-0.15393916234970093,-2.4064830312753127,-0.016397588093290984,-1.5398658142259312,1340,3580
126,1543197960.149992,-0.004659753727912903,-0.25976687183380126,-0.15406064233779906,-2.408316033213788,-0.015896312138438538,-1.5393093530923294,1340,3580
127,1543197960.15999,-0.004242261269688606,-0.2597711109161377,-0.1541315076828003,-2.4092561531117473,-0.015925392216542482,-1.5393187091634777,1340,3580
128,1543197960.170007,-0.0036764936596155166,-0.2598153911590576,-0.15412627544403076,-2.411002645410678,-0.016331204821171015,-1.5398237964667887,1340,3580
129,1543197960.180012,-0.0032389499634504315,-0.2598049993515015,-0.1541780891418457,-2.4122679676783565,-0.01605034757416615,-1.5397079041439274,1322,3600
130,1543197960.190008,-0.002793195505440235,-0.2597791288375854,-0.15417409229278564,-2.4141467581770937,-0.01596490461300971,-1.5400595380126432,1322,3600
131,1543197960.200007,-0.0019131137549877166,-0.25974766273498534,-0.15423151369094848,-2.4155218119305353,-0.015527156886421726,-1.5397156597796973,1322,3600
132,1543197960.210003,-0.0014938537508249281,-0.2597503999710083,-0.15427327470779417,-2.417020285962264,-0.015448450894264797,-1.5403256281371096,1322,3600
133,1543197960.220008,-0.0006794887527823448,-0.25982294883728024,-0.15424799766540526,-2.4185788126317913,-0.01613220815864741,-1.5404584688632468,1322,3600
134,1543197960.23001,-0.00011450236868113279,-0.2598403169631958,-0.15426254377365112,-2.4195276373270223,-0.01625142416049704,-1.5403399424129043,1322,3600
135,1543197960.240006,0.0003326285609975457,-0.2598388877868652,-0.15430086507797242,-2.4203607081030363,-0.01607705540032405,-1.5405812869218654,1322,3600
136,1543197960.250008,0.0007949314549565315,-0.25984450759887695,-0.1543057460784912,-2.4224882594953767,-0.015871127787168093,-1.540963746757911,1305,3618
137,1543197960.259976,0.0012268298856914044,-0.25983624744415285,-0.15433637647628784,-2.423804097311346,-0.016129074093865967,-1.5402989503228892,1305,3618
138,1543197960.270006,0.0017907997652888297,-0.2598489646911621,-0.15430555229187012,-2.4257776557359096,-0.01609898665537834,-1.5405700236968423,1305,3618
139,1543197960.280006,0.002223684634268284,-0.25980979557037354,-0.1543914966583252,-2.42676867503699,-0.015577863004314097,-1.5407031017111483,1305,3618
